run,type,module,name,attrname,attrvalue,value
General-10-20240428-16:41:48-11298,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,4.8809933000598
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-10-20240428-16:41:48-11298,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,18.643672577837
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-10-20240428-16:41:48-11298,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,7.3606509732796
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-10-20240428-16:41:48-11298,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,18.271028626724
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-10-20240428-16:41:48-11298,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,13.538922071604
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-10-20240428-16:41:48-11298,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,16.948736899129
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-10-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-10-20240428-16:41:48-11298,scalar,Supermarket,custTotalWaitingTime:sum,,,19433.41491268
General-10-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-10-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-10-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-10-20240428-16:41:48-11298,scalar,Supermarket,custMeanWaitingTime:mean,,,19.43341491268
General-10-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-10-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-10-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,3.8027342615131
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,27.621624116938
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,5.1440201862078
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,19.791267228793
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,7.2584714082053
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,16.05497911554
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,13.894236517334
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,15.840402713142
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-11-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-11-20240428-16:41:48-11298,scalar,Supermarket,custTotalWaitingTime:sum,,,18741.279186768
General-11-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-11-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-11-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-11-20240428-16:41:48-11298,scalar,Supermarket,custMeanWaitingTime:mean,,,18.741279186768
General-11-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-11-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-11-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,3.8134027309931
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,35.188027670757
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,4.6959236975346
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,22.007015598924
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,6.858506128137
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,17.241159928364
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,10.534599913018
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,15.844265488644
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-12-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-12-20240428-16:41:48-11297,scalar,Supermarket,custTotalWaitingTime:sum,,,20185.17294528
General-12-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-12-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-12-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-12-20240428-16:41:48-11297,scalar,Supermarket,custMeanWaitingTime:mean,,,20.18517294528
General-12-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-12-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-12-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,3.882655930289
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,29.666222198721
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,4.5649754671386
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,18.183291254993
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,7.5008236218121
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,17.26296824307
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,12.674214314392
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,16.851735837377
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-13-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-13-20240428-16:41:48-11297,scalar,Supermarket,custTotalWaitingTime:sum,,,18957.96762081
General-13-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-13-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-13-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-13-20240428-16:41:48-11297,scalar,Supermarket,custMeanWaitingTime:mean,,,18.95796762081
General-13-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-13-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-13-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,4.0120351220537
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,31.851505311664
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,4.9308702692903
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,19.388712117112
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,7.3171999324079
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,15.839667560893
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,12.200678813554
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,16.746856712933
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-14-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-14-20240428-16:41:48-11297,scalar,Supermarket,custTotalWaitingTime:sum,,,19274.350957369
General-14-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-14-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-14-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-14-20240428-16:41:48-11297,scalar,Supermarket,custMeanWaitingTime:mean,,,19.274350957369
General-14-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-14-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-14-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,3.7747978129015
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,24.492438905913
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,4.913294504832
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,20.368069855253
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,7.7565260323489
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,16.420558631164
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,12.824784399834
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,15.277541072222
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-15-20240428-16:41:48-11297,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-15-20240428-16:41:48-11297,scalar,Supermarket,custTotalWaitingTime:sum,,,18664.296632508
General-15-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-15-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-15-20240428-16:41:48-11297,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-15-20240428-16:41:48-11297,scalar,Supermarket,custMeanWaitingTime:mean,,,18.664296632508
General-15-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-15-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-15-20240428-16:41:48-11297,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,3.8268168598095
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,28.362979599321
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,5.0570149473847
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
