run,type,module,name,attrname,attrvalue,value
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,49.222618704187
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,19.454703306929
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,56.504708740545
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket,custTotalWaitingTime:sum,,,38827.563332407
General-8-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-8-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-8-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-8-20240428-16:41:48-11298,scalar,Supermarket,custMeanWaitingTime:mean,,,38.827563332407
General-8-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-8-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,19.710875848302
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,78.90227521524
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,20.199805096628
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,75.249260451805
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,20.86454409852
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,53.4294940545
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,16.696274403014
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,56.415449903105
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-9-20240428-16:41:48-11298,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-9-20240428-16:41:48-11298,scalar,Supermarket,custTotalWaitingTime:sum,,,39703.744123639
General-9-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-9-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-9-20240428-16:41:48-11298,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-9-20240428-16:41:48-11298,scalar,Supermarket,custMeanWaitingTime:mean,,,39.703744123639
General-9-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-9-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-9-20240428-16:41:48-11298,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-10-20240428-16:41:48-11298,param,Supermarket.generator,typename,,,"""Generator"""
General-10-20240428-16:41:48-11298,param,Supermarket.generator,min_item_count,,,1
General-10-20240428-16:41:48-11298,param,Supermarket.generator,max_item_count,,,25
General-10-20240428-16:41:48-11298,param,Supermarket.generator,min_customer_spawn_time,,,5
General-10-20240428-16:41:48-11298,param,Supermarket.generator,max_customer_spawn_time,,,6
General-10-20240428-16:41:48-11298,param,Supermarket.generator,rounds,,,1000
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-10-20240428-16:41:48-11298,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-10-20240428-16:41:48-11298,param,Supermarket.balancer,typename,,,"""Balancer"""
General-10-20240428-16:41:48-11298,param,Supermarket.balancer,cashier_count,,,4
General-10-20240428-16:41:48-11298,param,Supermarket.balancer,use_random_strategy,,,false
General-10-20240428-16:41:48-11298,param,Supermarket,typename,,,"""Supermarket"""
General-10-20240428-16:41:48-11298,param,Supermarket,cashier_count,,,4
General-11-20240428-16:41:48-11298,param,Supermarket.generator,typename,,,"""Generator"""
General-11-20240428-16:41:48-11298,param,Supermarket.generator,min_item_count,,,1
General-11-20240428-16:41:48-11298,param,Supermarket.generator,max_item_count,,,25
General-11-20240428-16:41:48-11298,param,Supermarket.generator,min_customer_spawn_time,,,5
General-11-20240428-16:41:48-11298,param,Supermarket.generator,max_customer_spawn_time,,,6
General-11-20240428-16:41:48-11298,param,Supermarket.generator,rounds,,,1000
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-11-20240428-16:41:48-11298,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-11-20240428-16:41:48-11298,param,Supermarket.balancer,typename,,,"""Balancer"""
General-11-20240428-16:41:48-11298,param,Supermarket.balancer,cashier_count,,,4
General-11-20240428-16:41:48-11298,param,Supermarket.balancer,use_random_strategy,,,false
General-11-20240428-16:41:48-11298,param,Supermarket,typename,,,"""Supermarket"""
General-11-20240428-16:41:48-11298,param,Supermarket,cashier_count,,,4
General-12-20240428-16:41:48-11297,param,Supermarket.generator,typename,,,"""Generator"""
General-12-20240428-16:41:48-11297,param,Supermarket.generator,min_item_count,,,1
General-12-20240428-16:41:48-11297,param,Supermarket.generator,max_item_count,,,25
General-12-20240428-16:41:48-11297,param,Supermarket.generator,min_customer_spawn_time,,,5
General-12-20240428-16:41:48-11297,param,Supermarket.generator,max_customer_spawn_time,,,6
General-12-20240428-16:41:48-11297,param,Supermarket.generator,rounds,,,1000
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-12-20240428-16:41:48-11297,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-12-20240428-16:41:48-11297,param,Supermarket.balancer,typename,,,"""Balancer"""
General-12-20240428-16:41:48-11297,param,Supermarket.balancer,cashier_count,,,4
General-12-20240428-16:41:48-11297,param,Supermarket.balancer,use_random_strategy,,,false
General-12-20240428-16:41:48-11297,param,Supermarket,typename,,,"""Supermarket"""
General-12-20240428-16:41:48-11297,param,Supermarket,cashier_count,,,4
General-13-20240428-16:41:48-11297,param,Supermarket.generator,typename,,,"""Generator"""
General-13-20240428-16:41:48-11297,param,Supermarket.generator,min_item_count,,,1
General-13-20240428-16:41:48-11297,param,Supermarket.generator,max_item_count,,,25
General-13-20240428-16:41:48-11297,param,Supermarket.generator,min_customer_spawn_time,,,5
General-13-20240428-16:41:48-11297,param,Supermarket.generator,max_customer_spawn_time,,,6
General-13-20240428-16:41:48-11297,param,Supermarket.generator,rounds,,,1000
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-13-20240428-16:41:48-11297,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-13-20240428-16:41:48-11297,param,Supermarket.balancer,typename,,,"""Balancer"""
General-13-20240428-16:41:48-11297,param,Supermarket.balancer,cashier_count,,,4
General-13-20240428-16:41:48-11297,param,Supermarket.balancer,use_random_strategy,,,false
General-13-20240428-16:41:48-11297,param,Supermarket,typename,,,"""Supermarket"""
General-13-20240428-16:41:48-11297,param,Supermarket,cashier_count,,,4
General-14-20240428-16:41:48-11297,param,Supermarket.generator,typename,,,"""Generator"""
General-14-20240428-16:41:48-11297,param,Supermarket.generator,min_item_count,,,1
General-14-20240428-16:41:48-11297,param,Supermarket.generator,max_item_count,,,25
General-14-20240428-16:41:48-11297,param,Supermarket.generator,min_customer_spawn_time,,,5
General-14-20240428-16:41:48-11297,param,Supermarket.generator,max_customer_spawn_time,,,6
General-14-20240428-16:41:48-11297,param,Supermarket.generator,rounds,,,1000
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-14-20240428-16:41:48-11297,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-14-20240428-16:41:48-11297,param,Supermarket.balancer,typename,,,"""Balancer"""
General-14-20240428-16:41:48-11297,param,Supermarket.balancer,cashier_count,,,4
General-14-20240428-16:41:48-11297,param,Supermarket.balancer,use_random_strategy,,,false
General-14-20240428-16:41:48-11297,param,Supermarket,typename,,,"""Supermarket"""
General-14-20240428-16:41:48-11297,param,Supermarket,cashier_count,,,4
General-15-20240428-16:41:48-11297,param,Supermarket.generator,typename,,,"""Generator"""
General-15-20240428-16:41:48-11297,param,Supermarket.generator,min_item_count,,,1
General-15-20240428-16:41:48-11297,param,Supermarket.generator,max_item_count,,,25
General-15-20240428-16:41:48-11297,param,Supermarket.generator,min_customer_spawn_time,,,5
General-15-20240428-16:41:48-11297,param,Supermarket.generator,max_customer_spawn_time,,,6
General-15-20240428-16:41:48-11297,param,Supermarket.generator,rounds,,,1000
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-15-20240428-16:41:48-11297,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-15-20240428-16:41:48-11297,param,Supermarket.balancer,typename,,,"""Balancer"""
General-15-20240428-16:41:48-11297,param,Supermarket.balancer,cashier_count,,,4
General-15-20240428-16:41:48-11297,param,Supermarket.balancer,use_random_strategy,,,false
General-15-20240428-16:41:48-11297,param,Supermarket,typename,,,"""Supermarket"""
General-15-20240428-16:41:48-11297,param,Supermarket,cashier_count,,,4
General-16-20240428-16:41:48-11318,param,Supermarket.generator,typename,,,"""Generator"""
General-16-20240428-16:41:48-11318,param,Supermarket.generator,min_item_count,,,1
General-16-20240428-16:41:48-11318,param,Supermarket.generator,max_item_count,,,25
General-16-20240428-16:41:48-11318,param,Supermarket.generator,min_customer_spawn_time,,,5
General-16-20240428-16:41:48-11318,param,Supermarket.generator,max_customer_spawn_time,,,6
General-16-20240428-16:41:48-11318,param,Supermarket.generator,rounds,,,1000
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-16-20240428-16:41:48-11318,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-16-20240428-16:41:48-11318,param,Supermarket.balancer,typename,,,"""Balancer"""
General-16-20240428-16:41:48-11318,param,Supermarket.balancer,cashier_count,,,4
General-16-20240428-16:41:48-11318,param,Supermarket.balancer,use_random_strategy,,,false
General-16-20240428-16:41:48-11318,param,Supermarket,typename,,,"""Supermarket"""
General-16-20240428-16:41:48-11318,param,Supermarket,cashier_count,,,4
General-17-20240428-16:41:49-11318,param,Supermarket.generator,typename,,,"""Generator"""
General-17-20240428-16:41:49-11318,param,Supermarket.generator,min_item_count,,,1
General-17-20240428-16:41:49-11318,param,Supermarket.generator,max_item_count,,,25
General-17-20240428-16:41:49-11318,param,Supermarket.generator,min_customer_spawn_time,,,5
General-17-20240428-16:41:49-11318,param,Supermarket.generator,max_customer_spawn_time,,,6
General-17-20240428-16:41:49-11318,param,Supermarket.generator,rounds,,,1000
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-17-20240428-16:41:49-11318,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-17-20240428-16:41:49-11318,param,Supermarket.balancer,typename,,,"""Balancer"""
General-17-20240428-16:41:49-11318,param,Supermarket.balancer,cashier_count,,,4
General-17-20240428-16:41:49-11318,param,Supermarket.balancer,use_random_strategy,,,false
General-17-20240428-16:41:49-11318,param,Supermarket,typename,,,"""Supermarket"""
General-17-20240428-16:41:49-11318,param,Supermarket,cashier_count,,,4
General-18-20240428-16:41:49-11318,param,Supermarket.generator,typename,,,"""Generator"""
General-18-20240428-16:41:49-11318,param,Supermarket.generator,min_item_count,,,1
General-18-20240428-16:41:49-11318,param,Supermarket.generator,max_item_count,,,25
General-18-20240428-16:41:49-11318,param,Supermarket.generator,min_customer_spawn_time,,,5
General-18-20240428-16:41:49-11318,param,Supermarket.generator,max_customer_spawn_time,,,6
General-18-20240428-16:41:49-11318,param,Supermarket.generator,rounds,,,1000
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-18-20240428-16:41:49-11318,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-18-20240428-16:41:49-11318,param,Supermarket.balancer,typename,,,"""Balancer"""
General-18-20240428-16:41:49-11318,param,Supermarket.balancer,cashier_count,,,4
General-18-20240428-16:41:49-11318,param,Supermarket.balancer,use_random_strategy,,,false
General-18-20240428-16:41:49-11318,param,Supermarket,typename,,,"""Supermarket"""
General-18-20240428-16:41:49-11318,param,Supermarket,cashier_count,,,4
General-19-20240428-16:41:49-11318,param,Supermarket.generator,typename,,,"""Generator"""
General-19-20240428-16:41:49-11318,param,Supermarket.generator,min_item_count,,,1
General-19-20240428-16:41:49-11318,param,Supermarket.generator,max_item_count,,,25
General-19-20240428-16:41:49-11318,param,Supermarket.generator,min_customer_spawn_time,,,5
General-19-20240428-16:41:49-11318,param,Supermarket.generator,max_customer_spawn_time,,,6
General-19-20240428-16:41:49-11318,param,Supermarket.generator,rounds,,,1000
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-19-20240428-16:41:49-11318,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-19-20240428-16:41:49-11318,param,Supermarket.balancer,typename,,,"""Balancer"""
General-19-20240428-16:41:49-11318,param,Supermarket.balancer,cashier_count,,,4
General-19-20240428-16:41:49-11318,param,Supermarket.balancer,use_random_strategy,,,false
General-19-20240428-16:41:49-11318,param,Supermarket,typename,,,"""Supermarket"""
General-19-20240428-16:41:49-11318,param,Supermarket,cashier_count,,,4
General-0-20240428-16:41:48-11296,param,Supermarket.generator,typename,,,"""Generator"""
General-0-20240428-16:41:48-11296,param,Supermarket.generator,min_item_count,,,1
General-0-20240428-16:41:48-11296,param,Supermarket.generator,max_item_count,,,25
General-0-20240428-16:41:48-11296,param,Supermarket.generator,min_customer_spawn_time,,,5
General-0-20240428-16:41:48-11296,param,Supermarket.generator,max_customer_spawn_time,,,6
General-0-20240428-16:41:48-11296,param,Supermarket.generator,rounds,,,1000
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
